order_id,customer_id,order_status,payment_value,payment_value_clp
fe87d4b944748f63ca5ed22cc55b6fb6,d992eb012e1599214218191d39c99693,unavailable,173.68,30415.362640000003
4a42846a6eed9d15714fe30181399f2a,85a7452fba73610a36dfad568e8ee016,unavailable,34.37,6018.977510000001
6ad57aecbae806a7e9cc2cdb6b380711,d31dbd02ac052d662285f678f8994326,unavailable,161.47,28277.110810000002
98fe01bc254b759c1f2c11d77c2891d5,30f3b26a06e5a67682305298f83e6be3,unavailable,150.0,26268.450000000004
52267d8c7f4a0227294efd0ef23fcefb,142fa91f4a5dddcf7df5f761f310fd61,unavailable,37.68,6598.63464
2015fdddda0f27eaf4ebdf451d70a41e,1480b09f03509b43490678fedbfcf39d,unavailable,79.19,13867.990370000001
ee234bfd26ca588915483995d811c1d0,b0232f62bd310b605fc9ba834860ce2c,unavailable,619.86,108551.74278000002
fcfe1ea18aae8ae4a08253fd4060a763,7708775efe2bcb20a0da522027356ba2,unavailable,82.97,14529.955310000001
629a524cbbd0a42a04f87ad39648d4ca,113ccf9504bda6180e498d862b8e9815,unavailable,194.78,34110.45794000001
ee0db22a8e742b752914016708470ec8,aae50600d30bf2efe013ca4c1754ded7,unavailable,167.82,29389.141860000003
0cafd6a7576a6aae0f891008a87f1546,c758396a502648cb2e77ef06e0807a00,unavailable,10.9,1908.8407000000002
2f5124f516a7f5e4095ef4325d67c511,2d2259e2fbd96d9aae631389a1d22cf6,unavailable,135.46,23722.161580000004
498081e5523106ea57b698fb881fb1c8,d894f02e84fea96e3008412ccaa861d5,unavailable,107.07,18750.41961
c24b8b41e6857d59a27f2b150bb669d9,b84ee32cfcdb1695b4638a90864e9f96,unavailable,93.41,16358.239430000001
a20244bef3bafb6f4d37e3603539336d,bdf1861e7bc387ae207eaf08463576b5,unavailable,1173.44,205496.33312000002
016706d732e79b49035275c048edb2c4,d92a41fae88c9a36d012a5fa35c51b09,unavailable,65.0,11382.995
08ee9c1b1da47ffd2a7c7163aa134b16,b8be9aabc886bf52d9361784b379ea49,unavailable,32.92,5765.0491600000005
5965bbd72c3ca0d9634419437ca53897,3dd8536c33d454b9a9d05ba357eeaaa9,unavailable,147.99,25916.452770000004
20ff9b4b339b20ef47cfcda736a17a52,96dfa7d4d4ac5b821ac90b04f7832ce6,unavailable,47.77,8365.625710000002
294b367987f073eb316ecef17f1078a0,b2faeb7f4e8636d79e2059983c5e6cd0,unavailable,75.06,13144.732380000001
8e4090f70c05cc129247bc0edc095dbd,a2db0e3981649a07f611233bbc0550ed,unavailable,108.11,18932.547530000003
ecae73914f65a01db35cc609281364ef,d19ac15829280ea8c8f870d7e2d49fb1,unavailable,154.63,27079.269490000002
c272bcd21c287498b4883c7512019702,9582c5bbecc65eb568e2c1d839b5cba1,unavailable,97.68,17106.01464
8d6342c5d498f0042ad00193ce3038c8,e4fc1c835dd07f06ef7dacbd5f81fcbe,unavailable,386.81,67739.32763000001
20085191cbcabee83a2016eb4a9fbf21,ee19ddfbb2f016e6e65d8c2f159a725c,unavailable,103.5,18125.2305
5e0eae0316373e1459c05b539e18f060,b4095692d39aec2b5531a339d0137a44,unavailable,27.68,4847.404640000001
3716cd16bc2a97768309209eb4d4c6a7,5b4681e924e266db4eaba48f9b3f2561,unavailable,142.02,24870.968460000004
d9bde3a634ec04252eceffc6bef25ee0,b08f0b7d2087f0649c16b1215d467d81,unavailable,76.02,13312.850460000001
48f2d0b950703bfb145b7c3c0641b4bb,ce68dcdb0fbc1b4172d23c2427cc635e,unavailable,8.88,1555.0922400000004
d785a3d0046f381b43dd7b218998b06a,37c7462de8e76bf2b77641876c3c25e2,unavailable,671.58,117609.10434000002
b9eb04083d9367fcd3523d0125406023,f8bc863d8da439189f1a3c7f93e30a9a,unavailable,165.41,28967.09543
f889a5a0b44adc29c5465b99395ac3c1,b78ba44ee52b74b9dbe30c8a533d23df,unavailable,59.69,10453.09187
54bb06e1ca86bd99ee2a8d6288bf4ede,98bfbf477ed9f40a0264f5e527a446be,unavailable,90.23,15801.348290000002
084d2c70d33f8b9a1e21393471844591,65b3d39ada427bd2eb9747ba626036a9,unavailable,55.59,9735.087570000002
8ab4ca9525e1f61c67972a13885d3b96,52789ab6f6e6f472133760c866d6fe58,unavailable,123.94,21704.74462
0d2c1a413f6aa3a36b8bb940b028f930,2c5f389b555d4b71b509d8696f18b86f,unavailable,175.26,30692.05698
ee8e24472be0999597648d72577ae895,44b48c6caacf57318845ebda905fc24b,unavailable,51.68,9050.356640000002
05da04fd9f94dfb49fd643216d2cbe1f,8dc1b1a511cd62c200c437fb43d2246e,unavailable,277.28,48558.10544
b90cc9e10252911c2092a1e49794aa13,6e1a602109cbb0df79760cab3a663991,unavailable,87.82,15379.30186
870a3cfbe4dab0f499a636a9fdeef87d,afb7c64474a22bed93447022809af886,unavailable,96.18,16843.330140000002
4748c7d66bbedbf52de84b3bc4cbc482,59e42a0f4ed79508f022aca1f2f87e25,unavailable,150.66,26384.03118
5837a2c844decae8a778657425f6d664,31dd055624c66f291578297a551a6cdf,unavailable,25.59,4481.39757
ec60e48662eb9eaf9ae685a3afa56518,4933b985cf353d4c50490efd77de63c8,unavailable,90.3,15813.6069
4ffaf2cdcc432ea3cd8ae0ab7a789cb0,d505c458ae00e3745b5fe126f21c4e25,unavailable,148.8,26058.302400000004
bd51fae4e79d90bca958267d6e6bee30,6804cebe528d82cfccaad1143fefbd38,unavailable,145.06,25403.342380000002
bd7585a77f0aa76b3775bb68fb293356,7eb5555aea491d47d05d05d3f6f99be6,unavailable,30.81,5395.53963
91427fef1ca1431d3d86d7bcd0b51ebc,7c76a5b5aa012d92c8ae66e6f6311db4,unavailable,248.8,43570.6024
6dd0cc64fed627388bf95943af884f70,4a31da2ba757502ad7fcc9dc6768cfa5,unavailable,48.0,8405.904
46ac809c6b319398df696f5668806fee,8059f4ffe7ad8b008c7180d4ef488528,unavailable,93.39,16354.736970000002
2f634e2cebf8c0283e7ef0989f77d217,7353b0fb8e8d9675e3a704c60ca44ebe,unavailable,615.53,107793.46019000001
85fc293d3e0bf416c547c15d991e096a,842ebaefba675d1067f4722118378ab6,unavailable,516.32,90419.50736000002
8ac55ad4ce4706e06f7284f61746503a,c60514fbcdb1a7f647f66e5ed07f59b1,unavailable,1272.51,222845.76873
489b43fc6f7840318ee5d83ee35b86c1,2e6ba659dcf054ba8087f739effcab5e,unavailable,70.16,12286.62968
3438960569bf3e42fa63f8e7bab0ac03,521896033ed628472193e3adccf722e4,unavailable,113.58,19890.470340000003
feae5ecdf2cc16c1007741be785fe3cd,ca05f8b53b1ad2a64bf34baa8aa7f4f6,unavailable,68.53,12001.17919
2ff205d5135b1c7763c6561d2643df51,d3b8c571c1ae50697f890412fe925ccb,unavailable,380.66,66662.32118000001
897b4da63b6edde1a33a9fb7caf1dd10,7adb5b6a71b330eb4b3027a470fe74b5,unavailable,14.0,2451.722
342505ef4323f0572eda009be6080f6c,8ec1bda3f9fef32836852019c97f58e4,unavailable,88.65,15524.653950000004
d49363a0cc2a1915a5a11f85ea08ea48,d60841504f6631c17720d8e2943a3c29,unavailable,102.66,17978.127180000003
574f906eedf477adaf3507222887d81f,45a730fd8d9383eb647641fed4b90354,unavailable,154.53,27061.757190000004
4317fe882d992cda2fb3d51baeb2751c,fe3a61bdb29c2b230185ba088ac71486,unavailable,117.43,20564.693890000002
6d97e3d5d9043bb4fa4f8fd0b4d9f230,b2ba171781b90a99f8256ea5f0d6cfd0,unavailable,38.68,6773.757640000001
2f30c0b1905c65a8ff6c6358bc909625,e963d0e4f815dcd28b135d7d340ec51a,unavailable,217.93,38164.55539000001
6111350dd1f8b825ac82e9caea339f07,d46ae795ce93d1cec2f41eea68a58982,unavailable,282.3,49437.22290000001
24cee263ae15271412b77854eb10b840,6b3203ddac95aee6732fc133bd4b6351,unavailable,607.43,106374.96389
03d1edbd314ca7682ec0f3e67d3763e2,963bc458a6c7f3148e1a756a4fc1e012,unavailable,74.03,12964.355690000002
e6152cd6ca627fc4f0f5deddea24f7c2,fc474e00b3af88a2abe3ca25204b59ea,unavailable,108.37,18978.079510000003
